"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z070","2020-02-11 14:00:00","247.000","0.000","0.000","18.500","0.830","994.800","","0.500","-99.000","-99.000","-99.000","19.600","","12.600",""
"CM0180","2020-02-11 14:00:00","313.000","0.000","0.100","20.400","0.650","985.500","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0T9N0","2020-02-11 14:00:00","261.000","2.000","0.300","20.100","0.660","993.600","","0.000","-99.000","-99.000","-99.000","20.100","","13.300",""
"C0K470","2020-02-11 14:00:00","97.000","313.000","1.400","21.800","0.660","1009.500","","0.000","-99.000","-99.000","-99.000","22.100","","13.400",""
"C0R720","2020-02-11 14:00:00","214.000","42.000","3.900","20.300","0.690","997.700","","0.000","-99.000","-99.000","-99.000","21.200","","17.500",""
"C0V650","2020-02-11 14:00:00","28.000","68.000","1.300","21.600","0.660","1019.700","","0.000","-99.000","-99.000","-99.000","21.700","","16.700",""
"C0H9C0","2020-02-11 14:00:00","3402.000","343.000","0.700","5.700","0.610","678.800","","0.000","-99.000","-99.000","-99.000","5.800","","0.900",""
"C0U780","2020-02-11 14:00:00","15.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U760","2020-02-11 14:00:00","22.000","154.000","2.100","21.600","0.610","1021.700","","0.000","7.600","146.000","","22.400","","15.100",""
"C0X290","2020-02-11 14:00:00","10.000","358.000","2.300","19.800","0.830","1020.000","","0.000","-99.000","-99.000","-99.000","19.900","","16.200",""
"C0E830","2020-02-11 14:00:00","37.000","336.000","1.800","19.800","0.770","1016.900","","0.000","-99.000","-99.000","-99.000","19.800","","16.900",""
"C0K330","2020-02-11 14:00:00","38.000","322.000","1.400","21.700","0.680","1016.200","","0.000","-99.000","-99.000","-99.000","21.900","","15.700",""
"C0M660","2020-02-11 14:00:00","40.000","323.000","2.800","21.200","0.670","1016.900","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0D580","2020-02-11 14:00:00","120.000","0.000","0.000","22.400","0.620","1007.200","","0.000","-99.000","-99.000","-99.000","22.400","","12.500",""
"C0R640","2020-02-11 14:00:00","21.000","46.000","1.800","22.500","0.620","1019.400","","0.000","-99.000","-99.000","-99.000","22.700","","18.000",""
"C0E810","2020-02-11 14:00:00","53.000","344.000","2.400","21.800","0.720","1015.700","","0.000","-99.000","-99.000","-99.000","22.600","","15.100",""
"C0G830","2020-02-11 14:00:00","27.000","335.000","2.500","20.800","0.790","1016.500","","0.000","-99.000","-99.000","-99.000","21.300","","16.000",""
"C0A550","2020-02-11 14:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-11 14:00:00","31.000","314.000","1.700","20.500","0.740","1018.600","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0Z270","2020-02-11 14:00:00","343.000","326.000","0.300","19.500","0.710","984.200","","0.000","-99.000","-99.000","-99.000","19.500","","13.200",""
"C0UA30","2020-02-11 14:00:00","1397.000","0.000","0.200","11.200","1.000","867.300","","0.000","-99.000","-99.000","-99.000","12.300","","7.300",""
"C0I080","2020-02-11 14:00:00","536.000","343.000","0.300","20.700","0.560","962.200","","0.000","-99.000","-99.000","-99.000","20.900","","13.800",""
"C0UA00","2020-02-11 14:00:00","392.000","118.000","1.600","19.900","0.610","978.200","","0.000","-99.000","-99.000","-99.000","20.800","","10.600",""
"C0AD40","2020-02-11 14:00:00","32.000","37.000","0.500","21.200","0.630","1018.000","","0.000","-99.000","-99.000","-99.000","21.200","","13.300",""
"C0G900","2020-02-11 14:00:00","20.000","9.000","2.900","18.200","0.900","1017.900","","0.000","-99.000","-99.000","-99.000","18.900","","16.700",""
"C0S660","2020-02-11 14:00:00","794.000","32.000","0.300","15.900","0.800","935.100","","0.000","-99.000","-99.000","-99.000","16.200","","10.500",""
"C0M640","2020-02-11 14:00:00","155.000","327.000","0.600","21.100","0.680","1002.800","","0.000","-99.000","-99.000","-99.000","22.000","","15.700",""
"C0R660","2020-02-11 14:00:00","20.000","44.000","1.400","23.000","0.600","1019.500","","0.000","-99.000","-99.000","-99.000","23.000","","16.200",""
"C0UA10","2020-02-11 14:00:00","1711.000","0.000","0.000","9.500","1.000","837.500","","0.000","-99.000","-99.000","-99.000","9.600","","5.300",""
"C0V770","2020-02-11 14:00:00","26.000","29.000","1.200","22.000","0.570","1018.000","","0.000","-99.000","-99.000","-99.000","22.000","","17.000",""
"C0E730","2020-02-11 14:00:00","26.000","324.000","0.800","20.800","0.700","1016.700","","0.000","-99.000","-99.000","-99.000","20.800","","15.400",""
"C0V810","2020-02-11 14:00:00","32.000","0.000","0.200","21.700","0.600","1016.400","","0.000","-99.000","-99.000","-99.000","21.700","","18.000",""
"C0A9C0","2020-02-11 14:00:00","35.000","224.000","0.900","22.600","0.610","1018.300","","0.000","-99.000","-99.000","-99.000","22.600","","16.100",""
"C0X310","2020-02-11 14:00:00","9.000","356.000","2.500","20.300","0.780","1020.900","","0.000","-99.000","-99.000","-99.000","20.300","","16.400",""
"C0K280","2020-02-11 14:00:00","23.000","2.000","2.100","21.800","0.650","1020.600","","0.000","-99.000","-99.000","-99.000","22.200","","14.700",""
"C0M650","2020-02-11 14:00:00","20.000","349.000","1.900","21.300","0.650","1019.200","","0.000","-99.000","-99.000","-99.000","21.400","","15.600",""
"C0S910","2020-02-11 14:00:00","212.000","81.000","1.200","20.700","0.890","999.800","","0.000","7.900","66.000","","21.000","","18.200",""
"C0D570","2020-02-11 14:00:00","15.000","340.000","1.400","19.600","0.790","1019.800","","0.000","-99.000","-99.000","-99.000","19.700","","14.000",""
"C0M710","2020-02-11 14:00:00","15.000","356.000","3.400","19.600","0.810","1019.700","","0.000","-99.000","-99.000","-99.000","19.900","","15.500",""
"C0V490","2020-02-11 14:00:00","20.000","21.000","0.300","22.200","0.560","1019.100","","0.000","-99.000","-99.000","-99.000","22.200","","18.600",""
"C0E870","2020-02-11 14:00:00","34.000","358.000","0.500","21.500","0.690","1018.800","","0.000","-99.000","-99.000","-99.000","21.500","","14.800",""
"C0M800","2020-02-11 14:00:00","440.000","297.000","0.600","20.400","0.630","970.500","","0.000","-99.000","-99.000","-99.000","20.900","","15.400",""
"C0A570","2020-02-11 14:00:00","360.000","0.000","0.000","19.400","0.680","981.000","","0.000","-99.000","-99.000","-99.000","20.100","","11.100",""
"C0S790","2020-02-11 14:00:00","236.000","18.000","0.400","20.400","0.700","997.700","","0.000","-99.000","-99.000","-99.000","22.900","","15.600",""
"C0D590","2020-02-11 14:00:00","143.000","38.000","1.700","19.700","0.760","1005.800","","0.000","-99.000","-99.000","-99.000","20.600","","14.300",""
"C0U990","2020-02-11 14:00:00","31.000","41.000","1.300","22.000","0.530","1020.000","","0.000","-99.000","-99.000","-99.000","22.100","","14.500",""
"C0A970","2020-02-11 14:00:00","96.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0110","2020-02-11 14:00:00","7.000","338.000","2.000","19.200","0.740","1020.800","","-99.000","-99.000","-99.000","-99.000","19.800","","16.400",""
"C0S940","2020-02-11 14:00:00","150.000","177.000","0.400","21.700","0.700","1005.700","","0.000","-99.000","-99.000","-99.000","23.100","","17.000",""
"C0X250","2020-02-11 14:00:00","33.000","18.000","2.300","21.500","0.650","1017.100","","0.000","-99.000","-99.000","-99.000","21.500","","16.000",""
"C0K520","2020-02-11 14:00:00","10.000","360.000","1.600","20.900","0.730","1019.000","","0.000","-99.000","-99.000","-99.000","20.900","","15.500",""
"C0Z200","2020-02-11 14:00:00","153.000","52.000","0.500","20.300","0.660","1006.800","","0.000","-99.000","-99.000","-99.000","20.400","","12.400",""
"C0V740","2020-02-11 14:00:00","60.000","263.000","0.900","22.100","0.620","1015.000","","0.000","-99.000","-99.000","-99.000","22.100","","17.400",""
"C0V790","2020-02-11 14:00:00","410.000","247.000","1.500","20.200","0.610","972.800","","0.000","-99.000","-99.000","-99.000","21.200","","15.900",""
"C0G860","2020-02-11 14:00:00","45.000","316.000","1.200","23.300","0.580","1015.000","","0.000","-99.000","-99.000","-99.000","23.300","","15.700",""
"C0F0A0","2020-02-11 14:00:00","3587.000","212.000","2.700","3.100","0.650","665.200","","0.500","11.400","203.000","","4.200","","1.000",""
"C0Z250","2020-02-11 14:00:00","1124.000","0.000","0.200","12.700","0.990","897.600","","0.500","-99.000","-99.000","-99.000","13.500","","7.900",""
"C0K440","2020-02-11 14:00:00","35.000","329.000","2.500","21.100","0.770","1017.200","","0.000","-99.000","-99.000","-99.000","21.200","","15.600",""
"C0T900","2020-02-11 14:00:00","160.000","92.000","0.900","20.600","0.620","1003.400","","0.000","-99.000","-99.000","-99.000","20.900","","14.200",""
"C0F9V0","2020-02-11 14:00:00","525.000","261.000","1.500","20.800","0.690","961.000","","0.000","-99.000","-99.000","-99.000","20.800","","14.400",""
"C0UA20","2020-02-11 14:00:00","2619.000","207.000","3.200","10.600","0.470","-99.000","","0.000","-99.000","-99.000","-99.000","11.200","","5.600",""
"C0M850","2020-02-11 14:00:00","695.000","0.000","0.000","18.800","0.700","941.100","","0.000","-99.000","-99.000","-99.000","19.400","","14.000",""
"C0C620","2020-02-11 14:00:00","19.000","350.000","1.500","22.000","0.740","1018.000","","0.000","-99.000","-99.000","-99.000","22.000","","14.300",""
"C0I360","2020-02-11 14:00:00","300.000","267.000","1.900","21.500","0.550","985.100","","0.000","-99.000","-99.000","-99.000","21.500","","15.500",""
"C0M810","2020-02-11 14:00:00","1354.000","61.000","0.500","14.200","0.860","870.900","","0.000","-99.000","-99.000","-99.000","14.900","","9.700",""
"C0AC80","2020-02-11 14:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0140","2020-02-11 14:00:00","26.000","324.000","0.300","22.700","0.530","1020.800","","0.000","-99.000","-99.000","-99.000","22.900","","17.600",""
"C0SA20","2020-02-11 14:00:00","857.000","48.000","0.900","15.000","0.870","926.700","","0.000","-99.000","-99.000","-99.000","15.500","","11.500",""
"C0K490","2020-02-11 14:00:00","91.000","329.000","1.300","21.800","0.610","1010.000","","0.000","-99.000","-99.000","-99.000","21.900","","14.900",""
"C0V820","2020-02-11 14:00:00","441.000","209.000","0.700","20.600","0.650","972.200","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0S810","2020-02-11 14:00:00","65.000","39.000","0.400","22.600","0.590","1018.700","","0.000","-99.000","-99.000","-99.000","23.000","","16.700",""
"C0R580","2020-02-11 14:00:00","10.000","32.000","0.600","22.600","0.650","1019.800","","0.000","-99.000","-99.000","-99.000","22.800","","16.000",""
"C0Z330","2020-02-11 14:00:00","488.000","0.000","0.200","18.200","0.710","969.200","","0.000","-99.000","-99.000","-99.000","19.400","","12.500",""
"C0E590","2020-02-11 14:00:00","40.000","307.000","1.300","20.900","0.750","1015.900","","0.000","-99.000","-99.000","-99.000","20.900","","15.000",""
"C0D540","2020-02-11 14:00:00","227.000","0.000","0.200","21.800","0.650","995.900","","0.000","-99.000","-99.000","-99.000","21.800","","13.500",""
"C0K420","2020-02-11 14:00:00","42.000","348.000","1.900","21.200","0.700","1016.000","","0.000","-99.000","-99.000","-99.000","21.500","","15.500",""
"C0Z180","2020-02-11 14:00:00","34.000","188.000","2.000","21.700","0.590","1019.100","","0.000","-99.000","-99.000","-99.000","21.900","","15.500",""
"C0M720","2020-02-11 14:00:00","225.000","310.000","2.000","20.200","0.720","994.700","","0.000","-99.000","-99.000","-99.000","21.600","","14.900",""
"C0V450","2020-02-11 14:00:00","51.000","100.000","1.200","22.400","0.550","1014.900","","0.000","-99.000","-99.000","-99.000","22.400","","14.800",""
"C0R280","2020-02-11 14:00:00","242.000","60.000","2.200","20.000","0.700","994.500","","0.000","-99.000","-99.000","-99.000","20.800","","16.100",""
"C0E610","2020-02-11 14:00:00","850.000","0.000","0.000","18.500","0.650","925.900","","0.000","-99.000","-99.000","-99.000","18.500","","12.500",""
"C0V610","2020-02-11 14:00:00","22.000","46.000","1.000","21.500","0.660","1018.400","","0.000","-99.000","-99.000","-99.000","21.600","","16.700",""
"C0Z310","2020-02-11 14:00:00","59.000","196.000","1.900","21.100","0.680","1016.800","","0.000","-99.000","-99.000","-99.000","21.600","","16.500",""
"C0S700","2020-02-11 14:00:00","507.000","66.000","0.500","18.100","0.780","966.500","","0.000","-99.000","-99.000","-99.000","19.200","","13.700",""
"C0T9G0","2020-02-11 14:00:00","605.000","232.000","0.400","17.100","1.000","956.300","","0.000","-99.000","-99.000","-99.000","17.300","","12.300",""
"C0U520","2020-02-11 14:00:00","517.000","0.000","0.000","18.600","0.910","965.800","","0.000","-99.000","-99.000","-99.000","19.900","","10.600",""
"C0E750","2020-02-11 14:00:00","62.000","33.000","1.200","21.300","0.690","1014.900","","0.000","-99.000","-99.000","-99.000","21.300","","15.800",""
"C0G660","2020-02-11 14:00:00","27.000","319.000","2.500","21.900","0.710","1020.000","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0W140","2020-02-11 14:00:00","21.000","85.000","2.700","16.300","0.670","1020.600","","0.000","-99.000","-99.000","-99.000","17.000","","13.900",""
"C0U720","2020-02-11 14:00:00","1260.000","43.000","1.700","14.100","1.000","893.600","","0.000","-99.000","-99.000","-99.000","14.700","","7.400",""
"C0R690","2020-02-11 14:00:00","248.000","58.000","1.200","20.300","0.690","992.800","","0.000","-99.000","-99.000","-99.000","21.100","","17.300",""
"C0X150","2020-02-11 14:00:00","18.000","20.000","1.900","21.900","0.690","1020.500","","0.000","-99.000","-99.000","-99.000","21.900","","16.700",""
"C0Z050","2020-02-11 14:00:00","830.000","0.000","0.000","14.400","0.800","931.300","","0.000","-99.000","-99.000","-99.000","15.100","","10.000",""
"C0I490","2020-02-11 14:00:00","1601.000","193.000","0.500","12.500","0.790","846.700","","0.000","-99.000","-99.000","-99.000","12.800","","7.300",""
"C0I090","2020-02-11 14:00:00","910.000","10.000","1.600","17.000","0.770","919.200","","0.000","-99.000","-99.000","-99.000","17.300","","11.300",""
"C0X240","2020-02-11 14:00:00","394.000","359.000","0.900","19.400","0.720","976.300","","0.000","-99.000","-99.000","-99.000","20.400","","15.200",""
"C0S990","2020-02-11 14:00:00","409.000","22.000","3.800","18.700","0.750","976.400","","0.000","-99.000","-99.000","-99.000","19.100","","15.800",""
"C0E850","2020-02-11 14:00:00","104.000","13.000","0.900","21.600","0.660","1008.500","","0.000","-99.000","-99.000","-99.000","22.200","","13.300",""
"C0T9B0","2020-02-11 14:00:00","558.000","118.000","1.700","17.000","0.790","960.200","","0.000","-99.000","-99.000","-99.000","17.300","","12.500",""
"C0G650","2020-02-11 14:00:00","34.000","303.000","0.800","23.600","0.650","1016.900","","0.000","-99.000","-99.000","-99.000","23.700","","15.400",""
"C0K580","2020-02-11 14:00:00","26.000","332.000","1.800","22.100","0.780","1019.400","","0.000","-99.000","-99.000","-99.000","22.200","","15.800",""
"C0X050","2020-02-11 14:00:00","25.000","337.000","1.800","21.800","0.720","1016.900","","0.000","-99.000","-99.000","-99.000","21.800","","15.500",""
"CM0100","2020-02-11 14:00:00","25.000","10.000","1.300","21.300","0.640","1018.200","","0.000","-99.000","-99.000","-99.000","22.100","","14.800",""
"C0AC70","2020-02-11 14:00:00","71.000","0.000","0.000","22.900","0.530","1013.400","","0.000","-99.000","-99.000","-99.000","22.900","","16.300",""
"CM0130","2020-02-11 14:00:00","11.000","339.000","1.600","20.100","0.750","1020.700","","0.000","-99.000","-99.000","-99.000","20.200","","16.900",""
"C0W110","2020-02-11 14:00:00","16.000","-99.000","-99.000","15.200","0.690","1020.100","","0.000","-99.000","-99.000","-99.000","16.000","","12.500",""
"C0R670","2020-02-11 14:00:00","26.000","47.000","2.800","22.500","0.590","1019.600","","0.000","10.100","16.000","","23.000","","19.600",""
"C0X120","2020-02-11 14:00:00","28.000","349.000","1.600","21.700","0.680","1019.100","","0.000","-99.000","-99.000","-99.000","21.700","","16.300",""
"C0R100","2020-02-11 14:00:00","1006.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C700","2020-02-11 14:00:00","151.000","148.000","0.600","21.000","0.630","1004.200","","0.000","-99.000","-99.000","-99.000","21.000","","15.500",""
"CM0190","2020-02-11 14:00:00","280.000","354.000","1.500","20.000","0.700","990.200","","0.000","-99.000","-99.000","-99.000","20.300","","13.000",""
"C0W130","2020-02-11 14:00:00","18.000","55.000","2.900","19.300","0.790","1018.100","","0.000","-99.000","-99.000","-99.000","19.300","","16.300",""
"C0F9R0","2020-02-11 14:00:00","20.000","25.000","1.900","19.600","1.000","1020.000","","0.000","-99.000","-99.000","-99.000","19.600","","16.200",""
"C0V660","2020-02-11 14:00:00","25.000","16.000","1.200","22.000","0.610","1019.200","","0.000","-99.000","-99.000","-99.000","22.000","","17.100",""
"C0G780","2020-02-11 14:00:00","27.000","327.000","2.300","20.800","0.740","1018.200","","0.000","-99.000","-99.000","-99.000","21.300","","16.500",""
"C0C590","2020-02-11 14:00:00","72.000","354.000","0.900","22.300","0.680","1012.200","","0.000","-99.000","-99.000","-99.000","22.300","","15.400",""
"C0M790","2020-02-11 14:00:00","15.000","15.000","1.200","21.200","0.670","1018.100","","0.000","-99.000","-99.000","-99.000","21.700","","15.700",""
"C0R130","2020-02-11 14:00:00","1040.000","272.000","0.300","15.900","0.740","902.900","","0.000","-99.000","-99.000","-99.000","16.400","","11.700",""
"C0AH30","2020-02-11 14:00:00","755.000","207.000","4.300","18.500","0.860","988.000","","0.000","-99.000","-99.000","-99.000","18.500","","12.800",""
"C0X170","2020-02-11 14:00:00","50.000","29.000","1.200","21.900","0.650","1014.600","","0.000","-99.000","-99.000","-99.000","21.900","","15.900",""
"C0K291","2020-02-11 14:00:00","8.000","338.000","2.600","20.000","0.820","1020.600","","0.000","-99.000","-99.000","-99.000","20.200","","15.300",""
"C0D480","2020-02-11 14:00:00","223.000","0.000","0.000","22.800","0.650","994.500","","0.000","-99.000","-99.000","-99.000","23.100","","13.700",""
"C0F0C0","2020-02-11 14:00:00","983.000","16.000","1.500","16.400","0.820","910.500","","0.000","-99.000","-99.000","-99.000","17.200","","11.600",""
"C0U860","2020-02-11 14:00:00","5.000","53.000","1.600","22.800","0.620","1022.100","","0.000","-99.000","-99.000","-99.000","23.400","","14.600",""
"C0UA50","2020-02-11 14:00:00","808.000","153.000","3.500","14.800","0.830","930.800","","0.000","-99.000","-99.000","-99.000","15.100","","11.000",""
"C0X320","2020-02-11 14:00:00","30.000","3.000","2.400","22.000","0.660","1016.600","","0.000","-99.000","-99.000","-99.000","22.100","","15.000",""
"C0T960","2020-02-11 14:00:00","120.000","159.000","0.600","21.100","0.660","1009.700","","0.000","-99.000","-99.000","-99.000","21.100","","12.600",""
"C0SA80","2020-02-11 14:00:00","136.000","88.000","1.400","21.200","0.620","1007.100","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0E780","2020-02-11 14:00:00","160.000","65.000","1.200","22.000","0.690","1002.500","","0.000","-99.000","-99.000","-99.000","22.600","","15.200",""
"C0F9Q0","2020-02-11 14:00:00","149.000","279.000","1.500","20.900","0.780","1003.200","","0.000","-99.000","-99.000","-99.000","21.000","","15.400",""
"C0F9X0","2020-02-11 14:00:00","166.000","8.000","2.100","21.300","0.700","1001.900","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0F0D0","2020-02-11 14:00:00","3171.000","156.000","4.300","7.200","0.560","699.900","","0.000","-99.000","-99.000","-99.000","9.100","","3.400",""
"C0S730","2020-02-11 14:00:00","110.000","97.000","1.800","21.200","0.660","1010.800","","0.000","-99.000","-99.000","-99.000","22.700","","17.300",""
"C0T790","2020-02-11 14:00:00","2830.000","272.000","1.600","11.200","0.480","729.800","","0.000","7.400","263.000","","11.800","","5.200",""
"C0M830","2020-02-11 14:00:00","540.000","183.000","0.600","20.000","0.630","960.000","","0.000","-99.000","-99.000","-99.000","20.400","","14.700",""
"C0V750","2020-02-11 14:00:00","50.000","35.000","2.100","21.600","0.640","1016.300","","0.000","-99.000","-99.000","-99.000","21.700","","17.300",""
"C0K530","2020-02-11 14:00:00","12.000","18.000","2.600","19.700","0.780","1019.700","","0.000","-99.000","-99.000","-99.000","19.800","","15.400",""
"C0M780","2020-02-11 14:00:00","30.000","15.000","0.300","22.300","0.610","1017.800","","0.000","-99.000","-99.000","-99.000","22.300","","15.600",""
"C0R840","2020-02-11 14:00:00","536.000","59.000","4.000","16.800","-99.000","960.500","","0.000","-99.000","-99.000","-99.000","18.000","","13.900",""
"C0K510","2020-02-11 14:00:00","10.000","360.000","2.000","21.100","0.700","1019.100","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0D650","2020-02-11 14:00:00","97.000","347.000","1.500","19.200","0.770","1010.000","","0.000","-99.000","-99.000","-99.000","20.700","","16.000",""
"C0V630","2020-02-11 14:00:00","19.000","66.000","1.200","21.300","0.630","1021.000","","0.000","-99.000","-99.000","-99.000","21.300","","16.900",""
"C0U910","2020-02-11 14:00:00","17.000","10.000","1.100","21.900","0.550","1020.100","","0.000","-99.000","-99.000","-99.000","22.000","","14.100",""
"C0U600","2020-02-11 14:00:00","10.000","74.000","0.900","21.800","0.570","1021.000","","0.000","-99.000","-99.000","-99.000","22.300","","13.900",""
"C0G820","2020-02-11 14:00:00","29.000","273.000","0.600","22.300","0.730","1018.200","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0R590","2020-02-11 14:00:00","72.000","0.000","0.100","21.800","0.650","1012.400","","0.000","-99.000","-99.000","-99.000","21.800","","17.500",""
"C0A9E0","2020-02-11 14:00:00","26.000","223.000","1.100","22.000","0.570","1019.500","","0.000","-99.000","-99.000","-99.000","22.000","","16.500",""
"C0R480","2020-02-11 14:00:00","57.000","193.000","0.400","22.400","0.590","1014.500","","0.000","-99.000","-99.000","-99.000","22.400","","16.700",""
"C0X300","2020-02-11 14:00:00","70.000","279.000","0.400","21.400","0.700","1012.500","","0.000","-99.000","-99.000","-99.000","22.300","","15.200",""
"C0U970","2020-02-11 14:00:00","7.000","70.000","1.700","21.500","0.590","1022.700","","0.000","-99.000","-99.000","-99.000","21.800","","14.500",""
"C0R340","2020-02-11 14:00:00","230.000","27.000","2.000","20.600","0.740","995.200","","0.000","-99.000","-99.000","-99.000","22.100","","14.900",""
"C0I110","2020-02-11 14:00:00","161.000","267.000","1.000","22.600","0.630","1003.300","","0.000","-99.000","-99.000","-99.000","22.600","","15.700",""
"C0V370","2020-02-11 14:00:00","74.000","56.000","0.400","22.000","0.640","1012.900","","0.000","-99.000","-99.000","-99.000","22.000","","15.300",""
"C0C690","2020-02-11 14:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-02-11 14:00:00","6.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0H950","2020-02-11 14:00:00","192.000","272.000","1.100","22.100","0.620","999.300","","0.000","-99.000","-99.000","-99.000","22.400","","13.000",""
"C0O960","2020-02-11 14:00:00","112.000","2.000","0.700","21.600","0.700","1008.000","","0.000","-99.000","-99.000","-99.000","21.600","","15.200",""
"C0E880","2020-02-11 14:00:00","507.000","28.000","1.000","20.900","0.710","962.900","","0.000","-99.000","-99.000","-99.000","21.900","","15.100",""
"C0AH10","2020-02-11 14:00:00","30.000","54.000","0.400","22.800","0.570","1017.900","","0.000","-99.000","-99.000","-99.000","22.800","","16.900",""
"C0R680","2020-02-11 14:00:00","13.000","68.000","5.800","22.700","0.620","1020.800","","0.000","-99.000","-99.000","-99.000","23.200","","20.400",""
"C0X210","2020-02-11 14:00:00","38.000","338.000","1.900","21.400","0.690","1014.700","","0.000","-99.000","-99.000","-99.000","21.600","","15.900",""
"C0D430","2020-02-11 14:00:00","87.000","0.000","0.000","23.200","0.660","1009.900","","0.000","-99.000","-99.000","-99.000","23.200","","12.500",""
"C0AD30","2020-02-11 14:00:00","20.000","0.000","0.000","22.600","0.560","1017.300","","0.000","-99.000","-99.000","-99.000","22.600","","17.200",""
"C0R240","2020-02-11 14:00:00","87.000","4.000","0.700","22.600","0.560","1010.200","","0.000","-99.000","-99.000","-99.000","22.700","","14.700",""
"C0AI30","2020-02-11 14:00:00","26.000","0.000","0.000","21.600","0.620","1019.500","","0.000","-99.000","-99.000","-99.000","21.900","","16.700",""
"C0U960","2020-02-11 14:00:00","1885.000","267.000","1.100","7.800","0.990","819.100","","0.000","-99.000","-99.000","-99.000","8.600","","3.300",""
"C0T9E0","2020-02-11 14:00:00","415.000","0.000","0.000","19.700","0.680","976.600","","0.000","-99.000","-99.000","-99.000","19.700","","13.400",""
"C0D550","2020-02-11 14:00:00","1956.000","0.000","0.200","8.900","0.890","815.500","","0.000","-99.000","-99.000","-99.000","9.700","","5.200",""
"C0C630","2020-02-11 14:00:00","209.000","81.000","0.500","20.200","0.650","997.200","","0.000","-99.000","-99.000","-99.000","20.200","","14.300",""
"C0A560","2020-02-11 14:00:00","405.000","0.000","0.000","18.700","0.850","975.800","","0.000","-99.000","-99.000","-99.000","18.900","","9.000",""
"C0X190","2020-02-11 14:00:00","10.000","17.000","2.400","21.100","0.680","1019.700","","0.000","-99.000","-99.000","-99.000","21.100","","16.700",""
"C0S950","2020-02-11 14:00:00","415.000","19.000","0.600","18.800","0.750","975.300","","0.000","-99.000","-99.000","-99.000","18.800","","14.300",""
"C0A880","2020-02-11 14:00:00","6.000","182.000","3.000","21.800","0.640","-99.000","","0.000","10.400","141.000","","22.200","","16.200",""
"C0I530","2020-02-11 14:00:00","3014.000","-99.000","-99.000","6.300","0.610","704.100","","0.000","-99.000","-99.000","-99.000","7.500","","3.500",""
"C0M670","2020-02-11 14:00:00","43.000","336.000","1.700","21.600","0.630","1015.400","","0.000","-99.000","-99.000","-99.000","21.600","","16.000",""
"C0Z061","2020-02-11 14:00:00","174.000","346.000","0.600","20.000","0.680","1006.400","","0.000","-99.000","-99.000","-99.000","20.800","","12.800",""
"C0M730","2020-02-11 14:00:00","40.000","351.000","0.800","22.300","0.640","1015.500","","0.000","-99.000","-99.000","-99.000","23.300","","16.700",""
"C0U750","2020-02-11 14:00:00","398.000","189.000","3.900","17.100","0.840","976.200","","0.000","-99.000","-99.000","-99.000","17.500","","14.600",""
"C0A650","2020-02-11 14:00:00","287.000","25.000","0.500","19.700","0.690","988.900","","0.000","-99.000","-99.000","-99.000","21.000","","11.900",""
"C0I370","2020-02-11 14:00:00","671.000","91.000","1.000","19.800","0.500","945.400","","0.000","-99.000","-99.000","-99.000","20.300","","13.200",""
"C0S750","2020-02-11 14:00:00","2280.000","0.000","0.100","10.000","0.760","777.800","","0.000","-99.000","-99.000","-99.000","11.300","","5.500",""
"C0R650","2020-02-11 14:00:00","29.000","57.000","0.800","22.800","0.580","1018.800","","0.000","-99.000","-99.000","-99.000","22.800","","16.300",""
"C0E740","2020-02-11 14:00:00","27.000","349.000","0.400","21.000","0.780","1012.700","","0.000","-99.000","-99.000","-99.000","21.000","","13.600",""
"C0AI20","2020-02-11 14:00:00","25.000","10.000","1.700","-99.000","-99.000","1019.200","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E550","2020-02-11 14:00:00","84.000","82.000","1.300","20.600","0.720","1012.300","","0.000","-99.000","-99.000","-99.000","20.800","","13.700",""
