"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D430","2020-02-11 18:00:00","87.000","0.000","0.000","17.400","0.910","1009.100","","0.000","-99.000","-99.000","-99.000","23.200","","12.500",""
"C0AD30","2020-02-11 18:00:00","20.000","50.000","0.900","20.600","0.700","1016.000","","0.000","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0R240","2020-02-11 18:00:00","87.000","24.000","0.600","19.900","0.710","1009.200","","0.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0AI30","2020-02-11 18:00:00","26.000","68.000","2.700","21.900","0.620","1018.000","","0.000","-99.000","-99.000","-99.000","23.300","","16.700",""
"C0U960","2020-02-11 18:00:00","1885.000","224.000","2.400","6.800","0.990","818.300","","0.000","-99.000","-99.000","-99.000","8.600","","3.300",""
"C0T9E0","2020-02-11 18:00:00","415.000","0.000","0.100","16.500","0.810","976.100","","0.000","-99.000","-99.000","-99.000","19.700","","13.400",""
"C0D550","2020-02-11 18:00:00","1956.000","0.000","0.000","7.400","0.940","814.800","","0.000","5.400","339.000","","9.700","","5.200",""
"C0C630","2020-02-11 18:00:00","209.000","316.000","0.700","19.100","0.770","996.100","","0.000","-99.000","-99.000","-99.000","21.000","","14.300",""
"C0G810","2020-02-11 18:00:00","26.000","310.000","2.400","20.000","0.790","1016.200","","0.000","-99.000","-99.000","-99.000","22.800","","16.900",""
"C0U650","2020-02-11 18:00:00","442.000","309.000","2.100","16.200","0.820","971.500","","0.000","-99.000","-99.000","-99.000","18.900","","12.600",""
"C0D660","2020-02-11 18:00:00","65.000","324.000","1.100","17.600","0.850","1012.900","","0.000","-99.000","-99.000","-99.000","21.800","","15.600",""
"C0E540","2020-02-11 18:00:00","32.000","49.000","1.900","17.200","0.880","1017.100","","0.000","-99.000","-99.000","-99.000","22.300","","15.200",""
"C0W170","2020-02-11 18:00:00","42.000","168.000","1.200","13.800","0.830","1015.400","","0.000","-99.000","-99.000","-99.000","16.800","","12.000",""
"C0Z150","2020-02-11 18:00:00","27.000","206.000","1.300","20.100","0.750","1020.200","","0.000","-99.000","-99.000","-99.000","22.000","","14.000",""
"C0S840","2020-02-11 18:00:00","22.000","50.000","3.400","22.000","0.680","1021.700","","0.000","-99.000","-99.000","-99.000","22.900","","16.900",""
"C0H9A0","2020-02-11 18:00:00","1595.000","267.000","1.300","10.300","0.920","850.000","","0.000","-99.000","-99.000","-99.000","14.600","","7.500",""
"C0Z300","2020-02-11 18:00:00","182.000","172.000","0.600","17.900","0.990","1003.600","","0.000","-99.000","-99.000","-99.000","20.100","","12.300",""
"C0G730","2020-02-11 18:00:00","27.000","331.000","1.000","18.000","0.950","1017.500","","0.000","-99.000","-99.000","-99.000","20.000","","15.200",""
"C0V730","2020-02-11 18:00:00","33.000","92.000","0.600","22.500","0.600","1016.600","","1.000","-99.000","-99.000","-99.000","23.300","","17.700",""
"C0SA00","2020-02-11 18:00:00","466.000","318.000","0.400","16.800","0.820","969.400","","0.000","-99.000","-99.000","-99.000","19.700","","13.600",""
"C0S900","2020-02-11 18:00:00","27.000","85.000","0.900","21.200","0.720","1020.200","","0.000","-99.000","-99.000","-99.000","22.900","","17.800",""
"C0C480","2020-02-11 18:00:00","105.000","0.000","0.000","18.900","0.800","1008.100","","0.000","-99.000","-99.000","-99.000","24.100","","15.500",""
"C0V720","2020-02-11 18:00:00","15.000","56.000","1.100","22.900","0.590","1018.200","","0.000","-99.000","-99.000","-99.000","24.100","","17.900",""
"C0UA60","2020-02-11 18:00:00","566.000","275.000","1.000","15.600","0.820","956.900","","0.000","-99.000","-99.000","-99.000","18.900","","12.000",""
"C0A980","2020-02-11 18:00:00","11.000","0.000","0.000","18.500","0.830","1019.900","","0.000","-99.000","-99.000","-99.000","24.200","","15.100",""
"C0C670","2020-02-11 18:00:00","250.000","0.000","0.000","18.400","0.810","991.600","","0.000","-99.000","-99.000","-99.000","21.000","","13.900",""
"C0K550","2020-02-11 18:00:00","15.000","109.000","0.300","20.000","0.730","1018.100","","0.000","-99.000","-99.000","-99.000","21.800","","15.100",""
"C0R350","2020-02-11 18:00:00","35.000","74.000","5.400","22.600","0.650","1017.000","","0.000","11.700","93.000","","23.600","","20.500",""
"C0T9F0","2020-02-11 18:00:00","251.000","288.000","0.700","17.000","0.840","994.100","","0.000","-99.000","-99.000","-99.000","20.600","","14.700",""
"C0D390","2020-02-11 18:00:00","146.000","0.000","0.000","18.300","0.860","1001.700","","0.000","-99.000","-99.000","-99.000","22.800","","12.800",""
"C0E430","2020-02-11 18:00:00","258.000","0.000","0.200","17.000","0.890","993.700","","0.000","5.900","277.000","","20.800","","13.500",""
"C0O990","2020-02-11 18:00:00","18.000","0.000","0.200","20.300","0.880","1017.300","","0.000","-99.000","-99.000","-99.000","22.300","","16.600",""
"CM0010","2020-02-11 18:00:00","68.000","0.000","0.000","20.500","0.620","1013.200","","0.000","-99.000","-99.000","-99.000","23.400","","15.100",""
"C0K500","2020-02-11 18:00:00","12.000","349.000","2.000","19.500","0.780","1017.300","","0.000","-99.000","-99.000","-99.000","21.100","","15.500",""
"C0X260","2020-02-11 18:00:00","39.000","301.000","1.700","20.600","0.770","1015.500","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0ACA0","2020-02-11 18:00:00","25.000","66.000","0.600","21.300","0.560","1016.200","","0.000","-99.000","-99.000","-99.000","22.800","","16.100",""
"C0X180","2020-02-11 18:00:00","62.000","184.000","0.900","20.200","0.870","1012.000","","0.000","-99.000","-99.000","-99.000","21.800","","16.200",""
"C0F930","2020-02-11 18:00:00","100.000","342.000","0.600","18.200","0.960","1008.000","","0.000","-99.000","-99.000","-99.000","21.600","","16.500",""
"C0I010","2020-02-11 18:00:00","1562.000","110.000","0.700","11.400","0.830","852.600","","0.000","-99.000","-99.000","-99.000","13.800","","7.800",""
"C0R190","2020-02-11 18:00:00","32.000","159.000","0.800","21.700","0.670","1015.600","","0.000","-99.000","-99.000","-99.000","23.200","","14.900",""
"C0E420","2020-02-11 18:00:00","19.000","0.000","0.000","17.000","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","20.200","","14.500",""
"C0W160","2020-02-11 18:00:00","49.000","51.000","3.400","13.500","0.890","1012.200","","0.000","-99.000","-99.000","-99.000","14.800","","13.000",""
"C0A9F0","2020-02-11 18:00:00","35.000","127.000","0.400","21.700","0.590","1017.000","","0.000","-99.000","-99.000","-99.000","23.600","","16.100",""
"C0F9A0","2020-02-11 18:00:00","425.000","230.000","0.400","17.900","0.840","970.400","","0.000","-99.000","-99.000","-99.000","21.600","","14.500",""
"C0O950","2020-02-11 18:00:00","4.000","0.000","0.000","20.400","0.790","1018.500","","0.000","-99.000","-99.000","-99.000","22.000","","16.500",""
"C0M760","2020-02-11 18:00:00","40.000","304.000","1.100","20.400","0.780","1014.900","","0.000","-99.000","-99.000","-99.000","21.900","","16.100",""
"C0AH70","2020-02-11 18:00:00","34.000","83.000","1.300","21.700","0.530","1016.800","","0.000","-99.000","-99.000","-99.000","24.500","","17.100",""
"C0V250","2020-02-11 18:00:00","298.000","117.000","0.900","17.900","0.780","984.700","","0.000","-99.000","-99.000","-99.000","21.700","","15.600",""
"C0U980","2020-02-11 18:00:00","573.000","88.000","1.200","15.300","0.940","957.500","","0.000","-99.000","-99.000","-99.000","19.300","","12.700",""
"C0S740","2020-02-11 18:00:00","289.000","348.000","0.700","18.500","0.790","991.300","","0.000","-99.000","-99.000","-99.000","19.700","","13.500",""
"C0A940","2020-02-11 18:00:00","49.000","0.000","0.100","17.600","0.900","1015.300","","0.000","-99.000","-99.000","-99.000","20.700","","14.100",""
"C0A920","2020-02-11 18:00:00","196.000","303.000","1.600","18.500","0.830","996.800","","0.000","-99.000","-99.000","-99.000","22.000","","16.700",""
"C0T870","2020-02-11 18:00:00","135.000","0.000","0.000","17.100","0.900","1007.000","","0.000","-99.000","-99.000","-99.000","20.300","","11.500",""
"C0O930","2020-02-11 18:00:00","69.000","0.000","0.000","19.400","1.000","1012.200","","0.000","-99.000","-99.000","-99.000","22.700","","16.100",""
"C0AI40","2020-02-11 18:00:00","37.000","78.000","1.300","21.900","0.560","1016.400","","0.000","-99.000","-99.000","-99.000","23.100","","16.800",""
"C0C460","2020-02-11 18:00:00","482.000","0.000","0.000","17.600","0.780","966.000","","0.000","-99.000","-99.000","-99.000","19.900","","13.000",""
"C0E520","2020-02-11 18:00:00","320.000","68.000","0.600","18.300","0.890","983.800","","0.000","-99.000","-99.000","-99.000","23.400","","12.300",""
"C0T9D0","2020-02-11 18:00:00","7.000","10.000","1.200","21.000","0.670","1022.200","","0.000","-99.000","-99.000","-99.000","22.400","","15.100",""
"C0I390","2020-02-11 18:00:00","1184.000","0.000","0.000","14.600","0.740","891.000","","0.000","-99.000","-99.000","-99.000","16.300","","10.200",""
"C0B020","2020-02-11 18:00:00","86.000","105.000","5.300","19.700","0.730","1009.200","","0.000","-99.000","-99.000","-99.000","20.200","","17.200",""
"CM0170","2020-02-11 18:00:00","106.000","216.000","1.000","19.200","0.830","1007.900","","0.000","-99.000","-99.000","-99.000","21.600","","14.400",""
"C0F860","2020-02-11 18:00:00","2215.000","209.000","2.000","11.600","0.440","784.600","","0.000","-99.000","-99.000","-99.000","14.900","","6.600",""
"C0U890","2020-02-11 18:00:00","116.000","354.000","1.400","19.300","0.870","1009.200","","0.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"C0G800","2020-02-11 18:00:00","15.000","351.000","1.400","18.300","0.920","1017.800","","0.000","-99.000","-99.000","-99.000","20.700","","15.800",""
"C0F850","2020-02-11 18:00:00","379.000","91.000","0.900","18.800","0.820","975.500","","0.000","-99.000","-99.000","-99.000","21.900","","13.600",""
"C0AH50","2020-02-11 18:00:00","275.000","93.000","1.900","19.500","0.660","988.300","","0.000","-99.000","-99.000","-99.000","21.300","","15.200",""
"C0Z160","2020-02-11 18:00:00","124.000","197.000","0.300","19.000","0.750","1009.700","","0.000","-99.000","-99.000","-99.000","21.000","","12.900",""
"C0R540","2020-02-11 18:00:00","17.000","0.000","0.000","22.500","0.630","1017.800","","0.000","-99.000","-99.000","-99.000","23.800","","16.700",""
"C0K480","2020-02-11 18:00:00","56.000","332.000","3.300","19.900","0.890","1012.800","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0H890","2020-02-11 18:00:00","440.000","0.000","0.000","19.300","0.730","968.000","","0.000","-99.000","-99.000","-99.000","21.900","","14.200",""
"C0S770","2020-02-11 18:00:00","375.000","333.000","0.900","17.100","0.800","979.800","","0.000","-99.000","-99.000","-99.000","19.600","","14.800",""
"C0B010","2020-02-11 18:00:00","38.000","205.000","3.300","21.400","0.630","1014.000","","0.000","-99.000","-99.000","-99.000","22.200","","14.800",""
"C0R490","2020-02-11 18:00:00","49.000","0.000","0.000","22.100","0.600","1013.300","","0.000","-99.000","-99.000","-99.000","23.100","","17.200",""
"C0V440","2020-02-11 18:00:00","27.000","0.000","0.000","21.000","0.600","1016.200","","0.000","-99.000","-99.000","-99.000","23.300","","15.800",""
"C0SA40","2020-02-11 18:00:00","200.000","0.000","0.100","18.500","0.830","1000.600","","0.000","-99.000","-99.000","-99.000","21.000","","14.600",""
"C0Z280","2020-02-11 18:00:00","224.000","107.000","0.700","18.000","0.790","998.700","","0.000","-99.000","-99.000","-99.000","20.300","","12.500",""
"C0Z070","2020-02-11 18:00:00","247.000","0.000","0.000","17.400","0.900","994.300","","0.500","-99.000","-99.000","-99.000","19.600","","12.600",""
"CM0180","2020-02-11 18:00:00","313.000","0.000","0.100","18.200","0.780","984.400","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0T9N0","2020-02-11 18:00:00","261.000","0.000","0.200","18.600","0.820","993.800","","0.000","-99.000","-99.000","-99.000","20.100","","13.300",""
"C0K470","2020-02-11 18:00:00","97.000","0.000","0.000","19.400","0.930","1007.700","","0.000","-99.000","-99.000","-99.000","22.200","","13.400",""
"C0R720","2020-02-11 18:00:00","214.000","39.000","5.100","19.900","0.690","997.300","","0.000","-99.000","-99.000","-99.000","21.200","","17.500",""
"C0V650","2020-02-11 18:00:00","28.000","113.000","0.600","21.500","0.670","1018.400","","0.000","-99.000","-99.000","-99.000","22.700","","16.700",""
"C0H9C0","2020-02-11 18:00:00","3402.000","339.000","0.900","2.100","0.620","678.700","","0.000","-99.000","-99.000","-99.000","5.800","","0.900",""
"C0U780","2020-02-11 18:00:00","15.000","153.000","1.300","20.400","0.720","1019.900","","0.000","-99.000","-99.000","-99.000","22.800","","14.500",""
"C0U760","2020-02-11 18:00:00","22.000","148.000","2.100","21.000","0.660","1020.700","","0.000","7.800","110.000","","22.400","","15.100",""
"C0X290","2020-02-11 18:00:00","10.000","0.000","0.200","20.200","0.800","1018.700","","0.000","-99.000","-99.000","-99.000","20.200","","16.200",""
"C0E830","2020-02-11 18:00:00","37.000","32.000","1.400","17.900","0.870","1015.700","","0.000","-99.000","-99.000","-99.000","19.800","","16.900",""
"C0K330","2020-02-11 18:00:00","38.000","317.000","2.000","19.800","0.760","1015.000","","0.000","-99.000","-99.000","-99.000","21.900","","15.700",""
"C0M660","2020-02-11 18:00:00","40.000","300.000","1.600","20.100","0.780","1015.400","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0D580","2020-02-11 18:00:00","120.000","0.000","0.000","17.300","0.890","1006.500","","0.000","-99.000","-99.000","-99.000","22.600","","12.500",""
"C0R640","2020-02-11 18:00:00","21.000","89.000","1.200","22.800","0.620","1018.400","","0.000","-99.000","-99.000","-99.000","23.300","","18.000",""
"C0E810","2020-02-11 18:00:00","53.000","16.000","1.400","16.400","0.940","1014.500","","0.000","-99.000","-99.000","-99.000","22.600","","15.100",""
"C0G830","2020-02-11 18:00:00","27.000","323.000","1.900","19.200","0.850","1015.000","","0.000","-99.000","-99.000","-99.000","21.300","","16.000",""
"C0A550","2020-02-11 18:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-11 18:00:00","31.000","322.000","1.200","18.700","0.820","1017.200","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0Z270","2020-02-11 18:00:00","343.000","232.000","1.400","17.100","0.790","983.900","","0.000","-99.000","-99.000","-99.000","19.500","","13.200",""
"C0UA30","2020-02-11 18:00:00","1397.000","291.000","0.400","10.700","1.000","866.200","","0.000","-99.000","-99.000","-99.000","12.300","","7.300",""
"C0I080","2020-02-11 18:00:00","536.000","208.000","0.300","17.800","0.750","960.400","","0.000","-99.000","-99.000","-99.000","21.100","","13.800",""
"C0UA00","2020-02-11 18:00:00","392.000","301.000","2.100","16.600","0.830","977.100","","0.000","-99.000","-99.000","-99.000","20.800","","10.600",""
"C0AD40","2020-02-11 18:00:00","32.000","0.000","0.100","20.200","0.710","1016.300","","0.000","-99.000","-99.000","-99.000","22.500","","13.300",""
"C0G900","2020-02-11 18:00:00","20.000","23.000","1.300","18.100","0.930","1016.300","","0.000","-99.000","-99.000","-99.000","18.900","","16.700",""
"C0S660","2020-02-11 18:00:00","794.000","0.000","0.000","14.200","0.890","935.500","","0.000","-99.000","-99.000","-99.000","16.200","","10.500",""
"C0M640","2020-02-11 18:00:00","155.000","319.000","1.100","19.800","0.760","1001.100","","0.000","-99.000","-99.000","-99.000","22.000","","15.700",""
"C0R660","2020-02-11 18:00:00","20.000","288.000","1.200","22.600","0.630","1018.600","","0.000","-99.000","-99.000","-99.000","23.000","","16.200",""
"C0UA10","2020-02-11 18:00:00","1711.000","291.000","1.000","8.600","1.000","836.700","","0.000","-99.000","-99.000","-99.000","9.600","","5.300",""
"C0V770","2020-02-11 18:00:00","26.000","107.000","0.300","21.900","0.600","1016.500","","0.000","-99.000","-99.000","-99.000","23.300","","17.000",""
"C0E730","2020-02-11 18:00:00","26.000","27.000","0.800","17.700","0.840","1015.900","","0.000","-99.000","-99.000","-99.000","21.100","","15.400",""
"C0A9C0","2020-02-11 18:00:00","35.000","109.000","1.400","20.900","0.670","1017.100","","0.000","-99.000","-99.000","-99.000","23.300","","16.100",""
"C0X310","2020-02-11 18:00:00","9.000","0.000","0.200","19.900","0.790","1019.600","","0.000","-99.000","-99.000","-99.000","20.300","","16.400",""
"C0K280","2020-02-11 18:00:00","23.000","347.000","1.500","19.400","0.790","1019.200","","0.000","-99.000","-99.000","-99.000","22.200","","14.700",""
"C0M650","2020-02-11 18:00:00","20.000","333.000","0.900","20.300","0.720","1017.600","","0.000","-99.000","-99.000","-99.000","21.600","","15.600",""
"C0S910","2020-02-11 18:00:00","212.000","173.000","1.000","20.300","0.990","999.100","","0.000","8.100","63.000","","21.000","","18.200",""
"C0D570","2020-02-11 18:00:00","15.000","0.000","0.200","17.100","0.910","1018.900","","0.000","-99.000","-99.000","-99.000","20.000","","14.000",""
"C0M710","2020-02-11 18:00:00","15.000","105.000","0.400","20.100","0.740","1018.200","","0.000","-99.000","-99.000","-99.000","20.800","","15.500",""
"C0V490","2020-02-11 18:00:00","20.000","105.000","0.700","22.500","0.530","1017.700","","0.000","-99.000","-99.000","-99.000","23.100","","18.600",""
